date,datetime_utc,id,latitude,longitude,temperature_celsius,pressure_mb,wind_u,wind_v,NO2,CO,O3,AOD,sensor_name,building_density,road_density_km,industrial_presence,green_space_fraction,relative_humidity,wilaya,Prediction
2026-02-16,2026-02-16 00:00:00,1,33.712039,7.147824,14.37943801879885,1018.5573323567708,4.590901692708333,-0.8388713598251343,6.050715833364747e-05,0.0279336676618702,0.1455542095873485,0.127,Unknown,0,0.0,0,0,45.93421788092523,El Oued,9.151392
2026-02-16,2026-02-16 00:00:00,1,36.894512,8.410657,14.170046742757163,1009.8019156901042,8.699747721354166,0.1604572534561157,6.92888663567685e-05,0.0276975610211458,0.1526988124791327,,Unknown,2273,110.20751948029256,1,0,70.48505965229673,El-Tarf,18.815796
2026-02-16,2026-02-16 00:00:00,1,32.768224,3.680589,13.871462758382163,953.8098323567708,3.5260009765625,-3.901920676231384,5.881754973682799e-05,0.0256587339681591,0.13918626064346,0.0765,Unknown,0,0.0,0,0,41.59107254955748,Ghardaia,6.5879993
2026-02-16,2026-02-16 00:00:00,1,36.383383,7.405127,10.41190872192385,958.1398323567709,2.790486653645833,-0.1751343806584676,6.567691667743615e-05,0.0301190534437579,0.1494616761318174,0.075,Unknown,0,80.68093501602645,0,0,67.17236547993359,Guelma,9.200703
2026-02-16,2026-02-16 00:00:00,1,27.060146,7.995439,12.038943227132163,969.2923323567708,3.04248046875,-0.7546021540959676,5.003163086795196e-05,0.0271426123113482,0.1360374087778214,0.1835,Unknown,0,0.0,0,0,33.84852885831921,Illizi,21.399525
2026-02-16,2026-02-16 00:00:00,1,19.975906,3.413066,16.71073684692385,952.2460823567708,-4.049072265625,-4.217431743939717,4.815092047043137e-05,0.0312338233484941,0.1198513036719655,0.2395,Unknown,0,0.0,0,0,12.230842611621092,In Guezzam,38.571762
2026-02-16,2026-02-16 00:00:00,1,26.785714,2.810239,15.149376169840536,993.4569156901042,-0.9635416666666666,-1.997481385866801,4.909363478905108e-05,0.0286932431772623,0.1292574603111374,0.138,Unknown,0,0.0,0,0,28.02262420731792,In Salah,15.496925
2026-02-16,2026-02-16 00:00:00,1,36.801588,5.735073,-10272.15,-99.99,,,9.052608874698396e-05,0.0323706605061497,0.1475182542597036,0.12,Unknown,4446,237.2973296079448,3,0,100.0,Jijel,18.71669
2026-02-16,2026-02-16 00:00:00,1,35.118442,6.951571,7.619509633382165,908.6952490234376,1.148681640625,-0.7159058650334676,5.981475602342845e-05,0.0254780911679897,0.1461599609463712,0.206,Unknown,0,17.71461226957122,0,0,61.525484095425945,Khenchela,10.343691
2026-02-16,2026-02-16 00:00:00,1,33.764999,2.453376,10.637820180257163,917.2414990234377,4.477213541666667,-5.095605572064717,4.651232331495487e-05,0.0221347737349849,0.1377733154703373,0.056,Unknown,0,0.0,0,0,52.73598607693869,Laghouat,14.710424
2026-02-16,2026-02-16 00:00:00,1,35.410318,4.341261,11.303835805257163,966.5331656901042,6.578938802083333,-2.0498292048772178,6.081004785724889e-05,0.0262210804871557,0.1432186213859894,0.365,Unknown,2,53.68603274464468,0,0,67.85861821588617,M'Sila,17.6532039642334
2026-02-16,2026-02-16 00:00:00,1,35.398947,0.14997,11.66166458129885,966.0756656901042,3.297607421875,0.6104898055394491,6.548160586403905e-05,0.0259454402553897,0.1375759862716098,0.1025,Unknown,504,394.028434245365,2,0,72.25190082769709,Mascara,19.977066040039062
2026-02-16,2026-02-16 00:00:00,1,36.093798,2.975028,8.482546742757165,923.6239990234376,3.4229736328125,-0.6832724014918009,8.234887232008036e-05,0.0268183432599074,0.1425467827189024,0.2153260869565217,Unknown,7,250.6288621984888,0,0,79.78557897411872,Medea,6.244560718536377
2026-02-16,2026-02-16 00:00:00,1,36.32801,6.15842,8.614464060465536,943.8181656901044,2.094319661458333,0.063614805539449,5.22765227479305e-05,0.0279974235008821,0.1458653543650109,,Unknown,0,3.2719036049322145,0,2,72.47684191387661,Mila,38.39797592163086
2026-02-16,2026-02-16 00:00:00,1,36.019815,0.276988,13.86234817504885,1010.9689990234376,6.298909505208333,3.013565977414449,6.270786417247556e-05,0.0291303117852929,0.1415897938136109,,Unknown,1,99.20899123015217,0,0,81.61242721793111,Mostaganem,16.882667541503906
2026-02-16,2026-02-16 00:00:00,1,33.36955,-0.974951,8.609092966715536,897.0360823567707,4.189046223958333,-2.289025982220968,4.953325985219188e-05,0.0241238683558834,0.1346428423473483,0.145,Unknown,0,145.75578854948367,0,0,50.78712508857753,Naama,19.59064483642578
